image_name,x1,y1,x2,y2,rho,theta_rad,theta_deg,lines,ix1,iy1,ix2,iy2,irho,itheta,itheta_deg
image_1.pnm,523,352,432,114,25.01,4.35,249.07549825507886,10,632,639,388,0,-67.31060057948969,4.347629333122193,249.10081167517833
image_1.pnm,555,64,376,439,-124.50,2.02,115.51669859178058,10,280,639,585,0,48.91125379161547,5.157718992146995,295.5155301644914
image_2.pnm,560,6,43,479,-38.66,2.40,137.5448043798131,12,0,518,566,0,13.8884753141447,5.542038679515002,317.5354262344655
image_2.pnm,499,238,376,113,20.59,3.94,225.46205272143075,12,639,380,264,0,0.16389532879279045,3.9336132367299093,225.37943670141897
image_2.pnm,72,548,549,484,-35.48,6.15,352.3581542973011,12,0,557,639,471,-26.37177935454918,6.149403889267505,352.3348893763619
image_2.pnm,228,88,250,606,23.54,1.53,87.56805005408243,12,251,639,224,0,3.9823621031734886,4.6701605782716875,267.58049078334363
image_2.pnm,421,517,505,324,-35.08,5.12,293.520272732884,12,639,16,367,639,-66.34927032467556,1.9824486822841374,113.58594259615252
image_2.pnm,60,451,29,633,265.11,1.74,99.66640248303976,12,27,639,136,0,-39.610946825224,4.881341849440341,279.68028633351526
image_2.pnm,576,582,263,90,-66.91,4.15,237.53634365275042,12,612,639,205,0,-47.12198963031876,4.1452548226120065,237.5056063419187
image_2.pnm,44,202,39,349,-35.01,1.60,91.94808500651494,12,29,639,50,0,-8.713605639819244,4.74524100646771,271.88228244301075
image_2.pnm,176,44,541,87,8.46,0.12,6.718944386684053,12,0,23,639,98,-30.74668881191054,0.11683633923445755,6.694229131893169
image_2.pnm,436,404,65,62,110.07,3.89,222.67088042164818,12,0,2,639,591,-16.29486834665412,0.7447040292417574,42.668397861939745
image_2.pnm,52,334,119,126,13.77,5.02,287.85454833391924,12,0,495,159,0,-4.523863313822275,5.023191067153235,287.80764783569646
image_2.pnm,420,237,211,427,11.40,2.40,137.72631099390625,12,0,618,639,37,-5.415422020430822,5.545292359373322,317.7218483582339
image_3.pnm,467,138,576,410,32.25,1.19,68.16228140601623,10,639,567,411,0,-42.617347835198004,4.330059451235791,248.09413159654414
image_3.pnm,3,525,209,158,-123.50,5.22,299.3058417712606,10,0,530,297,0,-35.8583427865037,5.223164526558273,299.2652830742358
image_3.pnm,388,296,630,471,190.36,0.63,35.87221532650777,10,0,15,639,477,-43.76232236852419,0.625999090913621,35.867105888376805
image_3.pnm,325,28,531,276,-60.22,0.88,50.28544674938259,10,639,406,301,0,-6.0536053148764495,4.01813543512433,230.22220194458674
image_3.pnm,46,598,407,275,-147.36,5.55,318.1798301198642,10,639,67,0,639,22.382398013723318,2.411464319475892,138.1667279523558
image_3.pnm,46,185,47,598,70.84,1.57,89.8612695701124,10,47,639,45,0,1.3575833347783588,4.709259100151154,269.820671072237
image_3.pnm,349,346,233,132,85.03,4.22,241.5398240012289,10,507,639,161,0,-6.226420037414024,4.216117482398641,241.56573767276427
image_3.pnm,77,253,92,16,170.25,4.78,273.62148470411734,10,52,639,93,0,-15.34871988255561,4.776463901871928,273.67122257385086
image_3.pnm,519,5,483,41,-338.00,2.36,135.0,10,0,524,524,0,2.1316282072803006e-14,5.497787143782138,315.0
image_3.pnm,587,33,607,70,-104.48,1.08,61.606980578617005,10,639,129,569,0,89.11651853797261,4.215217350434829,241.514163910233
image_4.pnm,384,616,578,526,40.42,5.85,335.1125882890755,9,639,497,334,639,-46.26886695097484,2.705863320793043,155.03454822069494
image_4.pnm,94,549,356,314,-145.17,5.55,318.1095912634146,9,0,633,639,60,-18.06396832761256,5.552188857583911,318.1169885991202
image_4.pnm,432,57,426,612,13.32,1.58,90.61938970321812,9,425,639,432,0,1.6884745913472412,4.723343158806759,270.6276281916178
image_4.pnm,135,570,493,534,-29.18,6.18,354.2577167221959,9,0,583,639,519,-23.51848382733049,6.183361712018453,354.2805293014445
image_4.pnm,447,290,498,349,99.35,0.86,49.15964229371264,9,639,512,196,0,-15.397004800144074,3.9991167948719784,229.13251412604933
image_4.pnm,314,152,271,582,49.50,1.67,95.71059313749964,9,265,639,329,0,-1.7946206250867838,4.812212575545823,275.7194706985555
image_4.pnm,628,563,103,13,-8.27,3.95,226.33221985386965,9,639,574,90,0,-6.910052090740507,3.949248939275965,226.27529646702993
image_4.pnm,509,448,263,325,-88.77,3.61,206.565051177078,9,0,193,639,513,14.329442828555512,0.4642733911469047,26.600905852944077
image_4.pnm,276,200,22,194,173.86,3.17,181.35319195377969,9,0,193,639,208,-3.304254061419916,0.023469868114723718,1.3447243887023312
image_5.pnm,169,443,174,140,26.05,4.73,270.9453891044644,3,165,639,176,0,-2.0732452603534925,4.729601677770794,270.9862149142596
image_5.pnm,589,504,106,465,-40.65,3.22,184.616352093551,3,0,456,639,508,12.641310757513441,0.08119822915221103,4.652315834357816
image_5.pnm,553,523,315,494,-135.96,3.26,186.9471717689597,3,0,455,639,533,20.586632864781606,0.12146482918362124,6.959422071498969
image_6.pnm,370,170,258,246,-57.92,2.55,145.84030545433058,12,0,421,620,0,53.24000056331791,5.686670696039659,325.8222303637947
image_6.pnm,625,551,81,253,-68.34,3.64,208.71366862705426,12,0,208,639,558,29.82604517206246,0.5010993762553381,28.71087937606893
image_6.pnm,8,125,328,261,-189.57,0.40,23.025492008528037,12,0,121,639,393,-25.13456719346113,0.40243385967881085,23.057761692755857
image_6.pnm,555,53,267,303,-161.81,2.43,139.0402040184042,12,0,534,616,0,25.648970825923037,5.5689710144511375,319.07853535873875
image_6.pnm,589,112,639,411,-9.21,1.41,80.50660633107611,12,639,411,570,0,65.81616434325954,4.54605687156987,260.46987216740007
image_6.pnm,533,364,321,31,45.87,4.15,237.51767583062184,12,639,530,301,0,-34.282270597182,4.14468367727561,237.47288212465463
image_6.pnm,398,89,48,505,44.85,2.27,130.07545029988103,12,0,562,472,0,-24.15818332524821,5.410965339619326,310.0254770517595
image_6.pnm,568,74,581,57,356.76,5.37,307.40535663140855,12,135,639,624,0,36.55682066441599,5.365584043527113,307.42532031684215
image_6.pnm,411,164,530,94,226.56,5.75,329.5344550805401,12,0,405,639,29,51.804282525806485,5.751324469081177,329.52661868867034
image_6.pnm,398,361,611,602,243.19,0.85,48.529190299367016,12,639,633,78,0,-22.916246892086665,3.9872193926882358,228.45084319375115
image_6.pnm,167,524,350,217,-74.87,5.25,300.7987979297592,12,98,639,479,0,-15.702378841790146,5.250042235982257,300.80526238720915
image_6.pnm,596,606,421,588,-215.85,3.24,185.8726282810668,12,0,544,639,610,25.906779770688015,0.10292142912314112,5.896963510210823
image_7.pnm,374,99,167,487,-0.52,2.06,118.0801508977539,13,85,639,426,0,-29.92568740868489,5.2025899515617215,298.08644676165807
image_7.pnm,462,470,418,482,-74.73,2.88,164.74488129694222,13,0,596,639,421,-50.272440544799124,6.015874216857209,344.68420270748743
image_7.pnm,420,81,311,564,-7.58,1.79,102.71707355791798,13,294,639,438,0,10.600368037466119,4.934038543363367,282.6995844895973
image_7.pnm,8,141,219,630,-21.67,1.16,66.66014798876638,13,0,122,222,639,-26.872031097730854,1.1652044239380894,66.76129576162488
image_7.pnm,453,27,287,597,-21.66,1.85,106.23704242166923,13,274,639,460,0,13.6156669585843,4.995642159245489,286.22921168238804
image_7.pnm,528,153,291,464,-63.39,2.22,127.30949858112535,13,639,7,157,639,-44.91550410042394,2.2223496017679216,127.33125278388114
image_7.pnm,74,5,354,110,-191.42,0.36,20.556045219583467,13,639,216,60,0,46.46038014426304,3.498658780056655,200.4583820536357
image_7.pnm,521,128,372,440,-87.00,2.02,115.52746615119509,13,276,639,582,0,47.52859776274573,5.158992785390498,295.5885131413164
image_7.pnm,240,74,482,510,-4.58,1.06,60.96771603205443,13,553,639,198,0,-26.516104042353316,4.205290475992353,240.94539590092285
image_7.pnm,0,183,199,316,-222.50,0.59,33.75645889778681,13,0,183,639,610,42.08772760999213,0.5890852447701904,33.75209829876296
image_7.pnm,221,464,183,80,59.39,4.61,264.3485051185023,13,238,639,175,0,11.63373591736086,4.614115027128681,264.36931724236473
image_7.pnm,542,176,28,629,80.81,2.42,138.6095322091512,13,639,90,16,639,23.79394196699846,2.4192507164410806,138.61285563607458
image_7.pnm,434,604,498,61,4.68,4.83,276.7220808036199,13,429,639,505,0,17.85770643635281,4.830768718366111,276.7826593662
image_8.pnm,380,166,631,147,197.31,6.21,355.6711249328096,8,0,194,639,146,10.737354843773021,6.208208746117342,355.7041594887285
image_8.pnm,358,186,578,120,189.75,5.99,343.3007557660064,8,0,293,639,101,34.915672987294236,5.991297849506983,343.2760805825564
image_8.pnm,521,280,382,477,-28.01,2.19,125.20617264155243,8,639,112,267,639,-31.35714886942688,2.185459278717062,125.21759296819272
image_8.pnm,573,297,241,395,-76.08,2.85,163.5544155565034,8,0,466,639,277,-15.086331883678294,5.995609476399139,343.523118606312
image_8.pnm,305,486,262,51,54.84,4.61,264.354619421995,8,320,639,256,0,3.6865634098854505,4.612565385223556,264.2805293014445
image_8.pnm,271,39,26,564,55.76,2.01,115.01689347810004,8,0,619,289,0,-64.73038841960152,5.149193006132007,295.02702714964505
image_8.pnm,405,365,24,68,146.84,3.80,217.9373973295842,8,0,49,639,547,-13.917984089325946,0.6620175108612935,37.930809336108254
image_8.pnm,358,278,567,400,132.65,0.53,30.273479334208446,8,0,69,639,442,-32.94775611934514,0.5283663056026239,30.27315934794981
image_9.pnm,511,637,394,102,-76.66,4.50,257.6641066443815,14,511,639,371,0,-25.407520506886687,4.496704605320562,257.6421956019088
image_9.pnm,388,230,605,217,181.95,6.22,356.57163144114503,14,0,253,639,214,4.770465963995256,6.222228057090012,356.5074068391439
image_9.pnm,59,417,161,153,-43.04,5.08,291.12471914607244,14,0,569,220,0,-42.62027716962448,5.081328141308722,291.138656818045
image_9.pnm,152,386,594,542,97.90,0.34,19.44003482817619,14,0,332,639,557,40.877959698695,0.3385556949116842,19.397812448558224
image_9.pnm,357,232,209,138,103.61,3.71,212.42106476250694,14,0,5,639,411,-60.48505356607227,0.5660200696330607,32.43056110967535
image_9.pnm,566,512,230,133,-53.61,3.99,228.4416149466282,14,639,594,112,0,-19.62834456873094,3.9866878651100217,228.42038890682468
image_9.pnm,149,27,561,31,32.17,0.01,0.5562522270806725,14,0,25,639,31,-3.2416411395581943,0.009389395426401777,0.5379727301122598
image_9.pnm,371,32,212,401,-83.77,1.98,113.3109350353842,14,109,639,384,0,-28.595772305804577,5.118790769297125,293.2851072912491
image_9.pnm,304,54,380,86,-76.74,0.40,22.833654177917545,14,639,195,175,0,5.999284215222076,3.539440465588323,202.79500051603
image_9.pnm,408,82,191,629,40.56,1.95,111.63868918681328,14,187,639,440,0,-1.9279382198177086,5.0893828077712335,291.60015521173244
image_9.pnm,255,32,152,91,-27.40,2.62,150.19524852681988,14,0,178,310,0,-28.063981420179573,5.7619573083627955,330.135835503748
image_9.pnm,343,322,607,203,164.94,5.86,335.73616854006053,14,0,476,639,188,-5.386622769785689,5.859745901019867,335.73870914752223
image_9.pnm,63,530,106,622,132.20,1.13,64.94902218355712,14,0,395,113,639,68.02818725437348,1.1370898506557974,65.15044936973827
image_9.pnm,151,582,583,341,-27.89,5.77,330.8441468377269,14,639,309,48,639,54.56050850725096,2.632341763369336,150.8220732770878
