image_name,x1,y1,x2,y2,rho,theta_rad,theta_deg,lines,ix1,iy1,ix2,iy2,irho,itheta,itheta_deg
syn_img_5k.pnm,2679,2560,3065,2664,388.32820987966,0.26318053621241194,15.079133974961133,100,0,1838,4999,3185,2.509224137776891,0.2632027616342323,15.080407397829337
syn_img_5k.pnm,2484,1375,2880,1320,338.8171416124286,6.145179283522067,352.09283729704157,100,0,1720,4999,1025,154.76530087679217,6.145042998436315,352.0850287368174
syn_img_5k.pnm,185,1967,548,1799,-1677.0479358248508,5.849729863055742,335.16483244473505,100,0,2052,4435,0,362.56718909834274,5.8498342300465405,335.17081223282827
syn_img_5k.pnm,1041,304,1431,390,-1697.9714143162364,0.2170393981582582,12.435441502527647,100,0,74,4999,1176,-404.12968714369225,0.21697385267810426,12.431686023148668
syn_img_5k.pnm,2014,3848,1625,3941,986.099951204279,2.906922903609172,166.55441374672017,100,0,4329,4999,3134,-286.80659813754676,6.048540852152714,346.55586304081294
syn_img_5k.pnm,2319,4219,2361,3821,-1528.397801675933,4.817527493788528,276.0239930823196,100,2236,4999,2764,0,0.4972341645111696,4.817619949317653,276.02929039393103
syn_img_5k.pnm,2791,4353,3085,4082,-841.9999559572707,5.538472644471637,317.3311074768849,100,4999,2317,2090,4999,17.01055178176,2.396773168672332,137.32498701512162
syn_img_5k.pnm,4033,3596,4074,3993,1447.2396331347447,1.4678865986417653,84.10370690598695,100,4177,4999,3661,0,-145.1986339325792,4.60953259862058,264.10676342893015
syn_img_5k.pnm,4300,351,3933,190,-584.6515681782948,3.5550032377312584,203.68668167734396,100,4999,657,3499,0,-730.8521092552966,3.554422690253293,203.65341875704956
syn_img_5k.pnm,4786,3240,4561,3571,-473.01763835616816,2.167807695632881,124.20623175574461,100,4999,2926,3590,4999,200.8016302418206,2.167761841814885,124.20360452549889
syn_img_5k.pnm,3538,1378,3210,1147,-2.0177999571774308,3.7551775033901227,215.15582226672743,100,4999,2406,1581,0,100.56748923176838,3.7549449299995197,215.1424967930188
syn_img_5k.pnm,2253,1982,1855,1939,501.3700109115154,3.249215401318942,186.1663292244814,100,0,1738,4999,2278,-53.33634978555806,0.10760436557712787,6.165276004752224
syn_img_5k.pnm,779,4423,859,4031,-2028.2543896790403,4.91370608875933,281.5346206536447,100,661,4999,1681,0,-265.20591492966787,4.913666896281171,281.53237509005754
syn_img_5k.pnm,3606,1345,3280,1577,-1370.7367116871937,2.523086338415429,144.56219853832064,100,0,3911,4999,353,212.9830718520056,5.6646219685482775,324.55893133490446
syn_img_5k.pnm,1857,3911,1891,3512,-1260.2760379532515,4.797396655564123,274.87058101400055,100,1764,4999,2190,0,-43.9093684082418,4.797400637476287,274.87080916076195
syn_img_5k.pnm,1141,3230,1358,2894,-1150.5301823663676,5.285829506539518,302.855721950433,100,0,4996,3227,0,-479.3126048354009,5.285888356897702,302.8590938275798
syn_img_5k.pnm,3692,2575,3360,2351,-829.8233682800463,3.7351353666611344,214.00749241973224,100,0,84,4999,3456,-408.63631013595506,0.5934300834856819,34.00103921982567
syn_img_5k.pnm,3721,4113,3867,4485,2147.3941265584454,1.196795434115577,68.57132731534975,100,4068,4999,2106,0,-213.9932574093532,4.33838342804683,248.57106033658144
syn_img_5k.pnm,2118,413,2474,230,814.531233930612,5.808364978740041,332.7947991533985,100,0,1501,2921,0,-124.96006429862086,5.8085072317684245,332.8029496515478
syn_img_5k.pnm,1945,4190,1745,4536,1940.7181523486784,2.0949082599375126,120.02940176151468,100,1477,4999,4366,0,211.3376171525833,5.236411637641653,300.02428663005446
syn_img_5k.pnm,1807,3503,1950,3129,-984.1472325231722,5.0775904301728625,290.92450174492114,100,1235,4999,3146,0,-110.04771623216553,5.0775236981431275,290.920678281259
syn_img_5k.pnm,3083,3252,3217,2875,-313.26554988685905,5.0538998083085085,289.56712909805333,100,2462,4999,4238,0,285.0270599409098,5.053751877015665,289.55865325931546
syn_img_5k.pnm,4896,4309,4757,4684,1063.439470554762,1.9257625085437549,110.33806408408329,100,4999,4031,4640,4999,1082.7107074806827,1.9259393063699635,110.34819385335213
syn_img_5k.pnm,428,2720,823,2657,-1880.792765194962,6.125023774586719,350.9380117011079,100,0,2788,4999,1990,17.003857560017202,6.124888951716638,350.93028691967044
syn_img_5k.pnm,1983,341,1928,737,-1867.4493695425033,1.7088023504524161,97.90716270295846,100,1336,4999,2030,0,-111.8495815835961,4.850335036969655,277.90372684279134
syn_img_5k.pnm,610,2666,255,2481,1799.5071837500884,3.6219984701728367,207.52522574374433,100,0,2348,4999,4953,531.2295352519319,0.4803880905652397,27.524210117736594
syn_img_5k.pnm,4467,1379,4396,985,954.56281388512,4.53409937565325,259.78475811783284,100,4999,4331,4218,0,-44.9955778959731,4.53397848103365,259.7778313663639
syn_img_5k.pnm,3202,3827,3164,4225,1454.1758976785857,1.6659851685375238,95.45391888859126,100,3090,4999,3567,0,79.19500047822284,4.807520045376745,275.4506085246295
syn_img_5k.pnm,4644,4421,4256,4520,-1402.2902199576256,2.8917684802331793,165.6861292463214,100,4999,4330,2378,4999,-616.2616775494628,2.8916826218480263,165.68120992321633
syn_img_5k.pnm,2691,4155,2493,4502,1542.5504013156708,2.0893215159427023,119.70930490939199,100,4999,110,2209,4999,-499.8534141653684,2.0893695393567477,119.7120564483346
syn_img_5k.pnm,446,1507,845,1526,-1899.181285860064,0.047583103276983396,2.7263109939062655,100,0,1485,4999,1723,-43.10930207368026,0.0475735991094062,2.725766445216307
syn_img_5k.pnm,2360,578,2525,942,-1608.5217918426852,1.1452042443561978,65.61536988207877,100,4364,4999,2097,0,-301.2460124790118,4.286635981938698,245.60615007400477
syn_img_5k.pnm,2985,2909,3343,2730,451.0149110617074,5.81953769817878,333.434948822922,100,0,4401,4999,1902,-291.76025928638796,5.819617717383219,333.43953358561635
syn_img_5k.pnm,2719,2845,2834,2461,-67.24329979905457,5.0033678776468475,286.67186274049243,100,2073,4999,3571,0,92.90873992589995,5.003533756665503,286.6813669081711
syn_img_5k.pnm,1004,4186,935,4580,2118.7861137129275,1.744165123210316,99.93330033386633,100,861,4999,1737,0,-206.80606968239738,4.885862700323775,279.93931200894406
syn_img_5k.pnm,3286,2209,3537,2520,467.0209007973792,0.8917568569239543,51.09390425359419,100,4999,4331,1503,0,-211.42495423672176,4.033270838921952,231.08939670341675
syn_img_5k.pnm,1953,3644,2133,4000,973.562176123437,1.1026644429192745,63.1780187984185,100,2638,4999,110,0,508.5863964085699,4.2441908679059255,243.1742241789754
syn_img_5k.pnm,268,2165,665,2208,-2055.434345230305,0.1078917414982704,6.1817414321673745,100,0,2135,4999,2677,-10.629345491324685,0.10799981412464699,6.187933537539648
syn_img_5k.pnm,2485,2621,2300,2976,314.3919771377946,2.05120214337794,117.52522574374433,100,1245,4999,3850,0,22.39426814005231,5.192777070949929,297.5242101177366
syn_img_5k.pnm,396,436,766,586,-2525.690117003019,0.3851575063634742,22.06789956241022,100,0,275,4999,2302,-455.7030797282164,0.3852225113780552,22.071624075392897
syn_img_5k.pnm,1180,4355,1380,4701,1145.2368491308152,1.0466843936522807,59.97059823848534,100,0,2313,1552,4999,138.41006153304784,1.0468521685999708,59.98021103489601
syn_img_5k.pnm,4351,2089,4023,1859,-1079.2588536069125,3.753136613706577,215.03888790140846,100,4999,2543,1371,0,144.20428453956129,3.752947304495903,215.02804128261388
syn_img_5k.pnm,2009,915,2017,515,1774.9050544801073,4.73238631435784,271.1457628381751,100,1927,4999,2027,0,-9.960099800797654,4.732390313558,271.1459919754657
syn_img_5k.pnm,3595,1034,3335,729,605.6744450809562,4.006469061595448,229.55376797915864,100,4999,2681,2713,0,2.4986604762208344,4.006348670537545,229.54687007964964
syn_img_5k.pnm,3225,2449,3120,2063,58.9248831814167,4.4467946816322215,254.78256761874687,100,3918,4999,2558,0,-193.25215904199007,4.446763317242684,254.7807705715994
syn_img_5k.pnm,888,3091,517,2941,1473.0323380579728,3.5258113106328186,202.01410745874978,100,0,2731,4999,4753,465.24787073602903,0.3843632401121746,22.022391458401074
syn_img_5k.pnm,173,4228,572,4240,-2074.4116658747093,0.03006612504904429,1.722662071622803,100,0,4222,4999,4373,53.770834277653776,0.030196859520575502,1.7301526050784148
syn_img_5k.pnm,3760,2835,3724,3233,419.94388210834234,1.6610031102658884,95.1684679763383,100,3564,4999,4016,0,116.66341182074316,4.80256186342127,275.1665256245229
syn_img_5k.pnm,4310,2965,4709,2959,2002.326252126316,6.268148846520725,359.1384742654327,100,0,3029,4999,2954,-7.873088767933624,6.268183432102734,359.14045587331384
syn_img_5k.pnm,1327,4436,1169,4803,2441.83054719509,1.9773312269479701,113.29273400354344,100,1084,4999,3236,0,-133.97828623567435,5.11889720956696,293.2912058694809
syn_img_5k.pnm,3718,4312,4017,4576,2311.7790318442985,0.7233111017029333,41.44267340253593,100,0,1029,4496,4999,151.31739315139743,0.7233470491093542,41.44473303720829
syn_img_5k.pnm,281,2616,365,3006,-154.35264338746111,1.358652573790421,77.84505830277777,100,0,1311,794,4999,197.70904642960346,1.358740280498962,77.85008352701215
syn_img_5k.pnm,4046,1130,4040,1529,-1193.5680648315563,1.585832787453758,90.86152573456727,100,3987,4999,4062,0,23.369444448428332,4.727390855461542,270.85954412668616
syn_img_5k.pnm,1161,2015,1017,2388,229.70567753267522,1.939227118112392,111.10952938515766,100,9,4999,1938,0,-549.0801674199954,5.080661538168545,291.1004632715027
syn_img_5k.pnm,2849,4037,2708,4411,1514.9195791769232,1.9313239498696364,110.65671120006594,100,2486,4999,4370,0,327.7377438197051,5.07280280052165,290.650190772035
syn_img_5k.pnm,4700,3814,4709,4213,1562.828038224153,1.5482437601445922,88.70783311375007,100,4726,4999,4613,0,-48.528111617083326,4.689788308335493,268.70507687742173
syn_img_5k.pnm,973,538,575,582,1502.3745741351784,3.031487004340106,173.69141099744513,100,0,645,4999,92,233.86447972358863,6.173011135326981,353.68748494149673
syn_img_5k.pnm,4086,1480,4388,1741,732.5831758844115,0.7127023365103887,40.83483593115783,100,4999,2269,2373,0,-4.643881040557744,3.8541881510283846,220.82871450325675
syn_img_5k.pnm,2609,1597,2882,1305,933.9280802532412,5.464171492953375,313.0739650819265,100,0,4387,4102,0,-82.78081183218416,5.464226890000198,313.07713909890685
syn_img_5k.pnm,2135,2913,1765,3066,695.3126625633304,2.7494912488254157,157.53424436585038,100,0,3795,4999,1728,-100.38300360526249,5.891110219650545,337.5357522323636
syn_img_5k.pnm,4898,2525,4985,2134,696.7109381627087,4.931328708813616,282.5443224067179,100,4999,2071,4347,4999,537.9458337260235,1.789899174868973,102.55366847394066
syn_img_5k.pnm,505,1520,812,1264,-704.704882757593,5.588126723498641,320.1760766407413,100,0,1941,2327,0,-46.6219087351036,5.587982248830184,320.16779885199213
syn_img_5k.pnm,1112,3583,807,3323,554.1000780878531,3.847512572379035,220.44623202084136,100,0,2635,2773,4999,7.039842700207487,0.7059473084516915,40.44780133290203
syn_img_5k.pnm,4185,4190,4507,3953,555.171340439063,5.648688457284401,323.6460083866602,100,4999,3590,3085,4999,-177.95197931555822,2.5070116145259544,143.64118470261562
syn_img_5k.pnm,2228,4492,2255,4891,2169.0470309455195,1.5032301593583979,86.12874376801437,100,2262,4999,1924,0,27.95487750678524,4.644878209716257,266.13191776902323
syn_img_5k.pnm,1300,2149,1649,1953,-674.2816576812354,5.7714763040311094,330.68123378074574,100,0,2879,4999,71,501.5470310257292,5.77139438749814,330.6765403091342
syn_img_5k.pnm,1294,2161,1424,1782,129.70964468810985,5.04282124246439,288.93237403212754,100,320,4999,2035,0,-428.6826791756766,5.042875549970436,288.9354856230199
syn_img_5k.pnm,1262,721,862,707,1499.5917811524992,3.1765783724183185,182.00453403210588,100,0,676,4999,851,-61.25213747782117,0.034992711660872484,2.0049346918862145
syn_img_5k.pnm,3177,2371,3538,2199,866.6010603899855,5.838551066639935,334.52433459007335,100,0,3884,4999,1502,-83.47184806898323,5.838517648149677,334.52241985162385
syn_img_5k.pnm,1963,2572,2351,2474,-338.18862391505036,6.035782406377514,345.8248579447475,100,0,3067,4999,1805,15.180564275564757,6.035901633552215,345.8316891586611
syn_img_5k.pnm,3943,375,3547,436,-1549.363402470782,2.9887535718761225,171.24296567315156,100,0,982,4999,212,289.2099124023586,6.130355600894594,351.243502845646
syn_img_5k.pnm,732,4480,1129,4432,-1792.9362708300062,6.162862548843918,353.10601376799366,100,0,4568,4999,3964,-212.33123405716583,6.16294399521205,353.11068030114427
syn_img_5k.pnm,2218,111,2617,94,19.631312376064287,6.24060454426369,357.560301996472,100,0,205,4823,0,13.39284208122396,6.240706211291374,357.5661270880739
syn_img_5k.pnm,1973,671,1981,271,2018.1364130720435,4.73238631435784,271.1457628381751,100,1886,4999,1986,0,-10.780099784397626,4.732390313558,271.1459919754657
syn_img_5k.pnm,2400,2937,2006,3008,376.08833931219084,2.963303048858353,169.7847581178328,100,0,3369,4999,2468,-74.72476749540158,6.104863739065409,349.782926750903
syn_img_5k.pnm,4907,908,4904,1307,-1410.5465960014358,1.5783149821072004,90.43078721700863,100,4876,4999,4913,0,18.2223454482981,4.719790325529447,270.42406583951424
syn_img_5k.pnm,4209,3111,4495,2831,993.8714400574053,5.508387453437945,315.6073530048095,100,4999,2337,2280,4999,2.8686084638952707,2.366786920631294,135.6069015589377
syn_img_5k.pnm,1442,1173,1256,1527,-482.66775188766394,2.0545754439261055,117.71850162818338,100,0,3917,2058,0,-204.81749093306928,5.196151142673427,297.71753018726747
syn_img_5k.pnm,666,3560,827,3193,-1507.1023192425284,5.1257995645261545,293.6866816773439,100,34,4999,2227,0,-549.7135099274468,5.125795907727664,293.68647215822386
syn_img_5k.pnm,3424,2941,3216,3282,95.03897975769581,2.118514967509178,121.38196647357061,100,4999,358,2168,4999,-411.8549024765302,2.1185347701368458,121.38310108055926
syn_img_5k.pnm,661,2640,434,2310,1127.158664467056,4.109844465681395,235.4767423387428,100,0,1679,2283,4999,-78.42131096951869,0.9684067220226296,55.485618023995386
syn_img_5k.pnm,223,2424,199,2823,260.71299772008865,1.6308743170962838,93.44221528589738,100,68,4999,368,0,-136.20234758478387,4.772329094844147,273.434315582058
syn_img_5k.pnm,1652,1141,2051,1146,-665.4464999923382,0.012530672433603587,0.7179546449064098,100,0,1120,4999,1182,-17.229621096918585,0.012401844631973228,0.7105733555890417
syn_img_5k.pnm,2217,2860,2021,2511,24.82442164300508,4.200679977236213,240.6812337807457,100,3418,4999,610,0,238.44932094996994,4.200598060703244,240.67654030913425
syn_img_5k.pnm,3532,1469,3219,1218,40.502412577688006,3.817501364842663,218.72671649091603,100,4999,2645,1700,0,73.78357804382301,3.8174046942033697,218.7211776712817
syn_img_5k.pnm,3086,2027,2857,1698,253.86951593504926,4.104319866478133,235.1602061208946,100,4999,4775,1675,0,-385.8688006110673,4.104267983490182,235.15723344465647
syn_img_5k.pnm,3340,70,3230,454,-2367.642386019034,1.849783743600785,105.98480152023457,100,1928,4999,3360,0,40.13559384982975,4.991375434326327,285.9847463521767
syn_img_10k.pnm,4910,6479,5342,5806,-893.4001715869483,5.2830502770005605,302.6964838275526,200,2650,9999,9068,0,464.42352870982126,5.283023545513201,302.69495222614677
syn_img_10k.pnm,4467,3109,3851,3620,-396.9267381791344,2.449094015305759,140.32275070776822,200,0,6814,8214,0,329.78484920890594,5.590678473880416,320.3222811679879
syn_img_10k.pnm,170,6875,591,7554,-552.1966494912906,1.0157793233132524,58.19986814250407,200,0,6600,2106,9999,725.9169779713793,1.016093921898543,58.217893313682005
syn_img_10k.pnm,5849,1288,5050,1232,-186.9138169848702,3.211565837010694,184.0091680891124,200,0,878,9999,1578,-263.92046263911413,0.06989296819515194,4.004572095224301
syn_img_10k.pnm,7713,148,8438,485,814.7607062629133,0.43511590208541695,24.930304788521966,200,9999,1210,7394,0,-1501.0367553749334,3.576432035310109,204.91446133865227
syn_img_10k.pnm,4582,3184,5016,3855,-1352.294930250933,0.9966768992507878,57.105379865255706,200,8989,9999,2522,0,-409.8749593979701,4.138291515834089,237.1066382520892
syn_img_10k.pnm,8502,6045,8272,6811,393.6533085466066,1.862492642226267,106.71296777373432,200,9999,1059,7314,9999,-545.122331700335,1.8625609556481408,106.71688184449178
syn_img_10k.pnm,1054,6813,501,6234,1814.6820037296698,3.949954977278416,226.3157494647462,200,0,5709,4096,9999,25.671580247782686,0.8085278322849255,46.3252324087875
syn_img_10k.pnm,4945,3492,4568,2786,1756.3068012244887,4.221917175269988,241.89803559676457,200,8419,9999,3080,0,-352.5839483091209,4.221949031190389,241.89986080655606
syn_img_10k.pnm,4636,2517,4187,3179,-1450.660051502919,2.166773795949113,124.1469936674248,200,0,9352,6343,0,-758.2308227920212,5.308368440902803,304.14710776417155
syn_img_10k.pnm,7624,1319,7489,530,3585.9631645112827,4.542927329097063,260.2905625919013,200,9109,9999,7398,0,-548.2606091216094,4.542913290027071,260.2897582124425
syn_img_10k.pnm,1353,2146,1995,1669,-825.4098681446205,5.6441852932701995,323.38799609419124,200,0,3151,4241,0,-269.0210052299551,5.644188842936779,323.3881994751049
syn_img_10k.pnm,7445,1102,6892,1680,-4106.821443955339,2.3340937567582465,133.73372125008248,200,0,8883,8499,0,-115.2881232033485,5.4756989175663815,313.73443786090695
syn_img_10k.pnm,9622,5047,9251,5756,-1701.1696033362691,2.0528879033394745,117.62181267481239,200,9999,4326,7030,9999,286.32259941964253,2.0529538718587332,117.62559239254664
syn_img_10k.pnm,4925,5617,4165,5869,665.7210629868639,2.821421876709898,161.65556576135725,200,0,7250,9999,3934,-186.8213983964996,5.96296568545656,341.65276715799484
syn_img_10k.pnm,3992,8074,3548,8739,3516.058845855785,2.1594926520487308,123.72981485190549,200,2706,9999,9382,0,580.1238621484681,5.30108364130868,303.7297194928297
syn_img_10k.pnm,3873,3280,4237,2567,1419.7465108944207,5.1844162815096055,297.0451721694085,200,442,9999,5547,0,-911.4866655568296,5.184441761322856,297.0466320551705
syn_img_10k.pnm,3685,8761,3960,9511,3477.8325931229706,1.219351532791345,69.86369657175187,200,4138,9999,472,0,928.1688023474404,4.360970633944429,249.86521190550687
syn_img_10k.pnm,7206,5094,7656,5754,1719.7922140539104,0.9723774333163594,55.71312302279104,200,9999,9190,3732,0,-716.4261517976779,4.113889056469272,235.7084803207457
syn_img_10k.pnm,8526,6865,8440,6069,-1832.6391420062116,4.604766232655541,263.8336707755186,200,8864,9999,7784,0,-356.45467252404313,4.604795293455196,263.83533583668816
syn_img_10k.pnm,657,2742,636,1942,2771.3247314500654,4.686145007190054,268.4963310982929,200,847,9999,585,0,112.71333863137217,4.686192354361718,268.49904389140113
syn_img_10k.pnm,5469,744,5070,50,3856.1686261317504,4.190608846819245,240.10420051292763,200,9999,8623,5041,0,-659.2326736502896,4.190574310378667,240.1022217206431
syn_img_10k.pnm,7179,8237,7900,8582,3762.4059843898463,0.44630183905767523,25.57121176693171,200,0,4801,9999,9586,946.4087186385907,0.4463390846701249,25.57334578333046
syn_img_10k.pnm,913,1158,137,1356,3410.68233817926,2.8917684802331793,165.6861292463214,200,0,1390,5451,0,-1140.240944582124,6.033507187400957,345.6944974999227
syn_img_10k.pnm,3636,7738,3765,8527,2881.7710274603833,1.4087321553290844,80.71440696472446,200,4005,9999,2370,0,292.9824019385964,4.55030703141764,260.71338838893325
syn_img_10k.pnm,8945,8022,9412,7372,247.77288697759514,5.335398081729693,305.69579210530685,200,9999,6554,7524,9999,466.26125223695954,2.1937862827601977,125.69469515585276
syn_img_10k.pnm,9042,1151,9122,1946,-3025.4531437192063,1.4705050093779795,84.25373079020376,200,9932,9999,8926,0,-442.8661730094707,4.612116343650761,264.2548011144974
syn_img_10k.pnm,2176,4764,2734,5336,-1741.36398143857,0.7977869100769155,45.70982289819018,200,0,2533,7282,9999,-42.59972437942872,0.7978737840858653,45.71480041225239
syn_img_10k.pnm,1551,9484,2265,9124,-4698.627688299759,5.81618200607663,333.24268182812347,200,9999,5224,529,9999,940.04201346934,2.67457166501735,153.24166841077155
syn_img_10k.pnm,8632,7738,8239,8435,1001.221961532824,2.0842069590564845,119.41626238573213,200,9999,5313,7357,9999,507.2501663589085,2.0841781516461113,119.41461184269905
syn_img_10k.pnm,8200,3554,7736,2901,-274.27177941645687,4.094606475320846,234.60366980282237,200,9999,6085,5674,0,-47.750008327285514,4.0944752111135045,234.59614891774055
syn_img_10k.pnm,2640,1774,2302,2499,-1526.7006312640667,2.0070458716426236,114.99525773427789,200,0,7436,3467,0,-218.41655736489315,5.148670065945982,294.99706488404803
syn_img_10k.pnm,1686,4070,2374,3662,-1976.1564457019508,5.747911559089427,329.33107335028507,200,0,5069,8549,0,633.4071242176633,5.747976969013328,329.33482106286283
syn_img_10k.pnm,2448,8626,2359,9421,4287.394628276362,1.6822818194524936,96.38764820621704,200,2294,9999,3413,0,-238.23020242844845,4.823836454933758,276.3854699290533
syn_img_10k.pnm,6205,8684,6718,9297,3998.226155558556,0.8739757213958468,50.0751202328835,200,0,1269,7305,9999,-378.51301922319954,0.8740334203293416,50.07842613825516
syn_img_10k.pnm,8737,8665,8108,8169,-4803.266665681464,3.80931479900384,218.25766081964554,200,0,1775,9999,9660,443.8915240316288,0.6677379292155713,38.25856516485754
syn_img_10k.pnm,9952,1542,9175,1733,-5234.237578329439,2.9005545581233148,166.18953442789936,200,0,3988,9999,1530,534.4805035502291,6.042140293146698,346.1891380232438
syn_img_10k.pnm,6629,7484,5993,7969,610.8287810993961,2.490089715084553,142.67163128327854,200,9999,4914,3330,9999,165.83293329460253,2.4901500933745933,142.67509070447204
syn_img_10k.pnm,2385,9740,1612,9946,4147.385281616797,2.8811513054033435,165.07780993821927,200,9999,7710,1413,9999,310.74396259484,2.881055504763503,165.07232096588177
syn_img_10k.pnm,3002,4843,2518,4205,1733.05076322782,4.063393421388189,232.81529354676687,200,0,885,6913,9999,-580.6215529073854,0.9218752168750897,52.81955916465009
syn_img_10k.pnm,6441,2409,6272,3191,-2436.8988050614757,1.7836356207053317,102.19479325561241,200,4800,9999,6961,0,186.48945690732708,4.925236949306827,282.1952902971702
syn_img_10k.pnm,1224,2445,877,3166,-264.6458164107157,2.019352851222546,115.70039572276112,200,0,4988,2400,0,610.6073784581229,5.16084706601585,295.69475559518196
syn_img_10k.pnm,6577,7802,7372,7718,1673.5613714188298,6.1779155183418855,353.9684853893664,200,0,8496,9999,7440,-312.2158097215442,6.177964784886167,353.9713081544249
syn_img_10k.pnm,9292,4521,8517,4321,-3635.9594374095827,3.3941469293678526,194.47029410006587,200,0,2123,9999,4703,-396.9847836497689,0.2525179791255343,14.468214455065738
syn_img_10k.pnm,4410,6969,4140,6215,-1254.3856026308476,4.368525127512408,250.29805250331074,200,5495,9999,1914,0,437.2684113164859,4.368484686023036,250.29573537665254
syn_img_10k.pnm,8861,2393,9658,2325,4468.594925031512,6.198071486487541,355.12333729611254,200,0,3149,9999,2295,193.35670575987538,6.197983536342793,355.11829812401095
syn_img_10k.pnm,4822,7843,4672,8628,3225.486363571603,1.7596031407831936,100.81783358484101,200,4410,9999,6320,0,68.974858953348,4.901134336959672,280.8143123344383
syn_img_10k.pnm,2865,3867,2412,4526,675.585482237378,2.1730192689884285,124.50483291364033,200,0,8034,5523,0,-458.0654393371327,5.31464463029627,304.506706927842
syn_img_10k.pnm,4413,6024,3915,5397,-36.41215880193943,4.041158848780444,231.54134637706593,200,0,467,7570,9999,-573.1551702783378,0.8996222157372061,51.54455611794954
syn_img_10k.pnm,1002,72,798,845,-3344.9594501123356,1.8288203663474882,104.78368847928013,200,0,3868,1021,0,1818.6574785402045,4.970463359998423,284.78657275232393
syn_img_10k.pnm,6320,6794,6849,7393,2618.0377994596047,0.8473754235821632,48.551035434368366,200,9150,9999,319,0,176.1287582584758,3.9889401248222778,228.5494338827043
syn_img_10k.pnm,8473,1922,8809,2647,-932.7802968854294,1.1368152634742852,65.13471668312923,200,9999,5214,7582,0,576.9061705635595,4.278316241110306,245.12946403789525
syn_img_10k.pnm,4756,7794,5120,7081,-2199.1462350226825,5.1844162815096055,297.0451721694085,200,3630,9999,8734,0,537.8355663561692,5.184362426797431,297.04208652169405
syn_img_10k.pnm,1506,5727,1952,5063,-2151.7485612823934,5.303858976416284,303.8887344812299,200,0,7969,5352,0,-452.6865669335292,5.303800891459154,303.8854064583332
syn_img_10k.pnm,8331,3892,7566,4127,-3109.3695543516415,2.8435530696975353,162.9235897151384,200,0,6451,9999,3379,24.485082534937437,5.985108094071306,342.9214337198739
syn_img_10k.pnm,2846,5221,2924,4424,-29.348493394693435,4.8099453099737834,275.58956595024233,200,2378,9999,3356,0,-207.13979366147902,4.809888632236374,275.5863185550964
syn_img_10k.pnm,8617,5857,7958,6311,-2092.259298305238,2.538339932545558,145.43616510438252,200,9999,4904,2604,9999,319.1222024143615,2.5383016660059083,145.43397259316404
syn_img_10k.pnm,3208,5193,3191,4393,245.20526849649818,4.691142178086065,268.78264790014,200,3310,9999,3097,0,38.76048354447011,4.691090071460211,268.7796624103938
syn_img_10k.pnm,9511,3294,8711,3287,-4095.8850824002407,3.150342430292759,180.50132527676183,200,0,3210,9999,3298,-15.86572220191467,0.008800652873073968,0.5042402665868205
syn_img_10k.pnm,2223,1748,1884,1023,4522.291371339552,4.275006989796633,244.93985790427368,200,6081,9999,1405,0,532.9361885158405,4.274957297903391,244.9370107685149
